@relation 'twitter'
@attribute 'klout_score' {1,2,3,4,5}
@attribute 'followers_count' numeric
@attribute 'friends_count' numeric
@attribute 'retweet_count' numeric
@attribute 'favorite_count' numeric
@attribute 'statuses_count' numeric
@attribute 'default_profile_image' {1,0}
@data
3,4245,224,0,0,4586,0
3,4798,1061,1,1,848,0
3,17661,7676,1,1,3832,0
2,793,401,0,2,133,0
3,1499,868,0,3,4485,0
3,9777,5371,3,1,5807,0
2,708,1471,0,0,1431,0
2,336,734,0,0,1588,0
3,10537,1705,0,1,5019,0
3,2491,419,0,0,5099,0
3,11297,2325,0,1,663,0
3,1856,1423,0,2,11081,0
3,3635,1451,1,3,1545,0
3,5682,997,0,0,7493,0
3,3951,746,1,0,15764,0
2,1085,1730,0,1,196,0
1,249,477,0,0,954,0
3,1358,313,0,1,1005,0
2,2197,241,1,1,2109,0
3,4500,493,1,2,1909,0
2,510,277,1,0,2047,0
3,737,752,0,0,6629,0
3,1190,173,0,0,468,0
3,3430,514,0,0,1657,0
2,728,145,0,0,425,0
3,5787,778,2,2,3837,0
3,339,716,0,0,8353,0
3,1108,657,0,1,9617,0
3,724,443,0,1,10114,0
2,283,8,1,0,82,0
2,665,320,0,0,4491,0
3,4497,520,0,0,2603,0
3,2630,2168,0,0,1824,0
3,6607,5196,0,2,6613,0
3,17247,2064,1,1,6414,0
3,8438,317,2,1,2048,0
3,6257,1514,0,1,3552,0
1,100,149,0,0,19,0
2,134,150,0,0,105,0
2,80,1168,0,0,122,0
2,502,205,0,0,109,0
2,1293,581,0,0,319,0
1,22,86,0,0,488,0
2,110,226,0,0,4711,0
3,1771,1098,3,2,1533,0
2,673,877,0,0,1315,0
3,4412,296,2,5,1536,0
3,732,688,1,1,1271,0
3,1425,673,2,4,647,0
3,1276,592,1,1,1110,0
3,5147,465,0,1,2193,0
3,1657,819,0,0,3838,0
3,2295,1154,0,1,2464,0
3,857,351,0,0,1453,0
2,519,119,0,0,375,0
4,19623,916,0,0,8749,0
4,856342,2263,6,13,8788,0
3,10062,762,0,0,8669,0
3,3044,71,3,2,1055,0
3,4706,213,3,1,1171,0
3,4921,3733,0,1,9601,0
2,332,614,0,0,304,0
3,8466,4585,8,10,1531,0
3,1049,1854,0,0,3582,0
3,2330,2026,2,5,1620,0
3,10213,962,2,1,11306,0
3,917,1546,0,2,813,0
2,525,1557,0,1,65,0
3,5882,4043,4,8,8418,0
3,16469,13829,0,0,3490,0
1,109,470,0,0,124,0
3,1272,2899,0,0,1862,0
2,152,508,0,0,8975,0
4,14898,13702,3,5,2492,0
1,14,48,0,0,528,0
2,111,418,0,0,83,0
2,793,401,0,2,133,0
3,560,1663,2,2,169,0
3,1749,4722,0,0,726,0
2,32,37,1,1,26,0
3,716,1720,0,0,4034,0
1,140,598,0,0,583,0
1,15,83,0,0,35,0
2,337,705,0,0,4308,0
2,58,124,0,0,33,0
2,16,48,0,1,21,0
2,348,1685,0,0,23646,0
1,36,66,0,0,40,0
3,1425,1534,0,0,10112,0
3,1317,878,0,0,1400,0
3,258,496,0,0,314,0
3,29912,7350,0,0,730,0
2,457,667,0,0,12065,0
1,41,160,0,0,57,0
3,4071,3073,0,3,3090,0
3,13182,1384,3,2,3341,0
2,29,112,0,0,3,0
1,1,6,0,0,19,0
2,218,439,0,0,2226,0
3,1420,725,1,1,603,0
2,86,664,0,0,5450,0
3,1543,981,0,1,3380,0
2,152,437,0,0,16,0
2,760,1861,0,1,1232,0
1,103,351,0,0,495,0
1,170,417,0,0,935,0
1,130,264,0,0,513,0
2,141,1039,0,0,100,0
3,10,15,0,0,5,0
3,609,1275,0,0,4680,0
3,1066,634,1,1,1206,0
2,269,335,1,3,549,0
2,551,1049,0,0,251,0
1,87,236,0,0,4,0
3,476,469,0,1,1456,0
3,225,461,0,0,2549,0
1,9,270,0,0,38,0
3,3566,2713,0,1,6874,0
2,255,238,0,0,1428,0
1,81,148,0,0,53,0
1,64,428,0,0,942,1
1,19,79,0,1,1,0
3,435,776,0,0,2756,0
3,1353,2154,0,0,6818,0
2,375,1588,0,0,268,0
3,940,1664,0,0,2345,0
3,41057,4435,14,18,491,0
3,33289,19149,0,0,6791,0
4,136210,88965,97,58,25594,0
2,475,1449,0,0,22657,0
3,10180,455,1,2,3170,0
2,18086,4522,0,0,910,0
2,1135,2070,0,0,2811,0
3,3574,1148,0,1,3174,0
3,43050,5455,0,2,26023,0
3,262,845,0,0,335,0
2,3013,1647,0,0,2535,0
2,184,892,0,0,4184,0
3,245,418,0,0,3024,0
3,240,399,0,1,1917,0
2,553,1068,0,0,3133,0
2,787,1374,0,0,4513,0
2,717,1381,0,0,2910,0
2,300,1699,0,0,393,0
1,128,199,1,0,18,0
2,1359,1603,1,1,1182,0
2,114,204,0,1,107,0
3,1702,717,0,0,10404,0
3,946,381,0,0,48034,0
3,16189,6009,0,1,22364,0
3,5702,5698,19,31,219,0
2,144,346,1,2,477,0
1,50,215,1,2,19,0
3,1177,1784,0,0,18772,0
2,397,1912,0,0,38,0
2,299,1994,0,0,157,0
1,84,165,0,0,162,0
2,146,1226,0,0,96,0
3,5805,5308,0,2,2470,0
2,158,363,0,0,874,0
2,168,321,1,1,2199,0
2,571,602,1,3,656,0
2,931,214,0,1,592,0
2,334,847,0,0,479,0
2,400,509,0,0,2525,0
1,131,65,0,1,51,0
1,107,197,0,0,2632,0
2,265,1603,0,0,74,0
3,591,475,0,0,1723,0
1,232,865,0,0,247,0
2,547,407,0,3,6462,0
3,20530,20446,1,2,11308,0
3,95138,66466,0,0,2056,0
3,825,599,0,0,9334,0
3,894,813,0,2,1178,0
3,299,445,0,0,647,0
2,606,1996,0,1,1515,0
2,789,1484,0,0,35,0
1,40,228,0,1,29,0
1,80,508,0,0,26,0
1,7,159,0,0,1,0
2,128,284,0,0,1521,0
3,1582,1618,2,2,2700,0
2,834,1940,0,0,540,0
2,391,1528,0,0,857,0
2,197,791,0,0,75,0
1,124,991,0,0,70,0
1,54,465,0,0,3911,0
3,22432,1646,0,0,17096,0
3,941,1983,0,0,1681,0
2,479,1982,0,0,338,0
3,470,1363,0,0,1565,0
3,902,1381,0,0,3914,0
2,470,469,0,1,1794,0
1,27,237,0,0,74,0
3,8428,7980,0,0,6911,0
1,29,106,0,0,8,0
1,25,33,0,0,40,0
1,53,141,0,0,56,0
3,394,391,0,0,1257,0
3,2709,611,0,1,4575,0
3,6454,1087,0,2,46057,0
2,513,1658,0,1,5238,0
3,855,1062,7,14,464,0
2,650,1991,0,0,11732,0
2,516,1803,0,0,1692,0
3,3840,4883,0,0,3820,0
2,92,268,0,0,55,0
1,62,359,0,0,43,0
1,102,233,0,0,27,0
2,244,141,2,2,230,0
2,149,165,0,0,561,0
3,628,1313,0,0,902,0
3,865,2135,0,0,6523,0
2,85,68,1,0,90,0
2,428,632,4,3,384,0
3,909,1489,4,5,440,0
3,923,509,0,0,2867,0
1,5,25,0,0,53,0
3,6091,6700,1,2,16415,0
2,321,483,0,1,3281,0
1,102,165,0,0,56,0
2,151,700,0,0,221,0
2,150,612,0,0,87,0
3,3859,733,0,0,46555,0
3,768,1165,1,1,19369,0
3,1508,1081,0,0,16646,0
1,1,2,0,0,1,0
3,747,1126,0,0,1078,0
1,106,567,0,0,139,0
1,24,98,0,0,96,0
2,317,1735,0,0,155,0
3,2315,357,0,0,1889,0
3,4883,4147,2,3,5802,0
2,765,702,0,0,756,0
1,122,369,0,0,272,0
1,458,1125,0,0,137,0
3,665,1789,0,0,1004,0
1,91,224,1,1,9,0
2,455,403,0,1,497,0
2,606,2009,0,3,108,0
3,642,1733,0,0,11965,0
3,969,780,0,0,7052,0
1,34,110,0,0,27,0
3,10038,8295,0,0,29772,0
2,701,1332,0,0,9294,0
3,274,551,0,0,2944,0
1,17,174,0,0,6,0
2,681,2007,0,0,607,0
3,6607,5196,0,2,6613,0
1,42,131,0,0,6,0
2,27,136,0,0,536,0
3,1952,1788,0,1,1726,0
2,34,37,1,1,28,0
3,223,394,0,0,1176,0
3,348,309,0,1,3369,0
1,31,52,0,0,7,0
3,283,2061,0,0,1024,0
3,210,666,0,0,3109,0
3,232,427,1,1,391,0
2,270,449,1,2,510,0
2,429,725,0,0,550,0
2,998,903,0,1,785,0
3,335,1150,0,0,2016,0
3,606,657,2,1,3763,0
3,10785,11127,1,1,7424,0
3,4915,3927,2,7,3618,0
3,538,532,0,0,2955,0
2,226,259,0,1,92,0
3,579,1945,0,0,6119,0
2,107,292,0,0,194,0
2,181,593,0,0,3956,0
3,1958,2022,0,0,4806,0
1,74,504,0,0,822,0
1,132,227,0,0,555,0
1,105,623,0,0,50,0
2,122,383,0,1,102,0
1,46,115,0,0,32,0
3,267,601,0,2,1220,0
3,503,401,0,0,2019,0
3,6755,4788,0,2,74233,0
1,112,170,0,3,75,0
1,45,123,0,0,24,0
2,213,273,0,0,707,0
2,400,1108,0,1,581,0
1,344,1500,0,1,125,0
3,1482,1585,0,2,347,0
4,1095,882,0,0,3547,0
2,156,405,0,0,3346,0
2,96,680,0,1,173,0
2,668,693,0,0,619,0
2,358,425,1,3,294,0
2,284,781,0,0,405,0
2,603,1882,0,0,20,1
4,29215,23680,7,16,7044,0
2,721,1914,0,0,7529,0
2,302,422,0,0,902,0
2,1118,1207,2,1,637,0
3,6563,641,0,0,5443,0
2,546,486,0,0,366,0
1,24,43,0,0,39,0
1,253,388,0,0,1269,0
2,125,347,0,0,834,0
3,1364,1624,0,4,4446,0
2,241,360,0,1,391,0
3,2061,345,0,0,1073,0
2,425,535,0,0,9043,0
1,5,7,0,0,17,1
3,1762,1324,0,0,17992,0
3,439,786,0,0,972,0
1,94,310,0,1,90,0
2,114,156,0,0,1777,0
2,565,1143,1,2,2543,0
2,3029,2738,2,5,1151,0
1,116,705,0,0,7,0
1,51,119,0,0,24,0
1,258,461,0,0,374,0
3,3666,3210,0,0,72367,0
2,661,1941,0,0,13,0
3,277,312,0,0,2004,0
2,149,981,0,0,3175,0
1,65,267,0,2,62,0
2,303,644,0,0,818,0
1,138,389,0,0,342,0
3,360,855,0,0,1292,0
3,766,511,1,4,6345,0
2,304,751,0,1,2799,0
3,1152,122,0,0,698,0
2,177,564,0,0,1650,0
2,118,215,0,0,295,0
2,840,955,0,0,520,0
3,2295,1155,0,1,2464,0
2,243,730,1,2,679,0
2,247,609,0,0,2187,0
2,154,480,0,0,464,0
3,299,1775,0,0,386,0
2,145,639,0,0,75,0
2,380,408,0,0,714,0
2,264,599,0,0,846,0
2,622,734,0,0,706,0
3,1483,1990,0,0,20368,0
1,27,127,0,0,20,0
3,714,1965,2,4,396,0
3,737,629,0,0,5763,0
3,3754,3694,0,1,1181,0
3,456,607,0,0,8668,0
1,406,919,0,0,282,0
3,1034,809,0,3,2296,0
2,270,324,0,2,556,0
2,466,235,0,0,212,0
3,631,1577,0,0,15290,0
2,389,873,0,0,685,0
3,4138,3891,1,1,4629,0
2,350,1265,0,0,469,0
3,4525,2603,0,0,16214,0
3,4971,2283,0,2,24266,0
3,1564,1734,0,3,1671,0
3,598,320,0,0,4637,0
1,12,40,0,0,313,0
3,2242,2521,0,0,27372,0
3,1938,798,3,10,1277,0
2,227,929,0,0,1584,0
2,410,687,0,1,1362,0
3,1405,661,0,0,993,0
3,99150,109099,0,0,5136,0
3,28528,22165,1,0,20318,0
2,352,486,0,1,1602,0
3,532,1022,0,0,18866,0
2,158,461,0,0,2233,0
2,360,1706,0,0,1006,0
3,1352,828,2,3,2239,0
2,6785,6552,0,0,2227,0
3,1107,1735,0,1,2762,0
3,932,1054,0,1,767,0
3,1082,1114,0,0,11183,0
2,105,144,0,1,245,0
2,875,840,0,0,631,0
1,178,1010,0,0,9,0
3,20019,297,1,3,9181,0
3,1854,1536,0,0,15526,0
3,1158,1559,0,0,17274,0
3,2460,2392,1,2,12118,0
2,7885,9544,0,2,21,0
3,278,1535,0,0,1621,0
1,221,547,0,0,502,0
2,134,185,1,1,223,0
2,295,1137,0,0,1228,0
2,324,514,0,1,136,0
2,286,297,1,4,306,0
2,374,228,0,0,778,0
2,287,461,0,0,733,0
3,979,1232,1,0,1429,0
3,3385,2591,0,0,2868,0
3,846,1383,1,2,4076,0
2,525,1301,0,0,5817,0
2,175,230,0,0,359,0
3,928,686,0,0,535,0
2,614,473,0,0,1380,0
3,610,550,0,0,1307,0
5,142635,39884,28,65,76907,0
1,48,81,0,0,58,0
2,333,926,0,1,1595,0
3,1161,1899,0,0,4857,0
3,3366,2116,1,2,33419,0
1,148,238,0,0,73,0
3,210088,3269,210,188,8989,0
2,852,1512,0,0,3030,0
3,505,284,0,1,4207,0
3,2021,2148,1,1,1213,0
2,183,166,0,0,21,0
3,802,1495,0,1,1538,0
2,368,732,0,0,2025,0
2,336,831,0,0,1049,0
1,243,723,0,0,1,0
3,457,525,1,4,622,0
3,5595,4863,0,0,736,0
2,195,160,1,0,400,0
3,1112,2115,0,0,3650,0
3,237,823,0,1,161,0
2,881,1553,0,0,4203,0
2,167,544,1,2,404,0
2,512,547,0,0,2012,0
3,1621,1598,0,1,9186,0
2,127,259,2,0,588,0
2,177,280,0,0,425,0
1,116,326,1,1,392,0
3,2785,988,0,0,2038,0
2,303,389,2,1,570,0
2,590,1118,0,1,723,0
3,721,514,1,1,1269,0
2,5492,5729,0,1,285,0
3,25962,10409,0,0,10004,0
2,162,476,0,1,328,0
2,439,585,0,0,2879,0
1,97,230,0,0,41,0
2,622,780,0,1,626,0
3,1905,1485,1,0,1752,0
3,383,565,1,2,1055,0
2,241,404,0,1,721,0
2,1355,1669,0,1,229,0
2,324,233,0,0,112,0
2,305,798,0,0,948,0
3,3301,1162,2,9,13835,0
4,3770,1900,0,0,45262,0
2,1663,808,0,0,9036,0
3,890,1073,0,0,30270,0
1,177,335,0,0,24,0
2,2489,2314,0,0,11435,0
2,308,293,1,5,92,0
3,5060,3308,3,5,10726,0
3,1543,1421,0,0,12560,0
2,141,229,2,0,76,0
2,155,351,0,0,752,0
2,713,1953,1,3,4733,0
3,851,1156,0,0,3007,0
2,491,1949,0,1,711,0
2,388,276,4,3,415,0
3,2484,1994,0,0,5680,0
1,230,230,0,0,1128,0
3,4630,4706,0,3,816,0
3,2630,2168,0,0,1824,0
2,158,129,0,3,684,0
2,336,285,0,1,1092,0
4,1309,2107,0,1,1829,0
2,2633,3065,0,0,40963,0
3,2196,2370,0,0,8513,0
2,1142,443,0,0,1571,0
3,11991,7111,2,3,12677,0
2,665,320,0,0,4491,0
3,2944,1927,0,0,8288,0
1,13,216,0,0,22,0
2,3297,1850,1,2,5477,0
4,122206,8024,65,115,35399,0
3,3068,2764,0,0,17877,0
2,3064,1247,1,4,2632,0
1,99,215,0,0,208,0
5,7304910,1578529,21,35,27247,0
2,235,220,0,0,6524,0
2,211,323,0,0,779,0
2,434,364,0,0,463,0
3,1079,2010,0,1,5656,0
1,346,451,0,0,611,0
4,2693,1752,3,9,5865,0
1,229,159,1,0,202,0
3,3408,1062,0,1,805,0
2,202,738,0,1,470,0
2,176,850,0,0,1439,0
1,12,151,0,0,37,0
2,3584,1282,0,1,14864,0
2,138,216,1,0,51,0
2,1754,1944,0,0,1097,0
4,1775,1988,0,1,2703,0
3,7464,1483,2,4,11153,0
2,275,722,0,0,687,0
2,284,334,0,0,693,0
1,129,787,0,0,1626,0
5,371757,362426,1,1,197599,0
3,7395,505,0,0,37294,0
2,609,523,0,0,18061,0
2,1253,1220,0,0,33893,0
3,4090,3530,0,0,23383,0
3,18513,12186,0,1,4718,0
2,80,1168,0,0,122,0
1,26,274,0,0,49,0
2,540,270,0,0,744,0
3,473,1019,0,0,849,0
2,1037,464,1,0,1153,0
1,114,552,0,0,435,0
3,444797,429362,0,0,44314,0
4,7831,3437,0,0,14637,0
1,134,310,1,0,651,0
1,136,748,1,0,22,0
3,132,449,0,2,736,0
2,5369,4156,0,0,1079,0
1,62,55,0,0,74,0
2,140,199,1,0,513,0
4,9115,6903,0,2,34252,0
3,678,461,2,2,11364,0
2,194,252,0,0,1854,0
2,325,730,0,0,5179,0
2,534,1820,0,0,327,0
3,550,943,0,0,1016,0
3,1499,868,0,3,4485,0
3,1603,1163,0,0,7900,0
2,218,692,0,0,46,0
3,1300,448,0,0,13108,0
2,2197,241,1,1,2109,0
3,3044,71,3,2,1055,0
3,2491,419,0,0,5099,0
4,1573,886,0,2,32337,0
3,1568,1563,0,1,1360,0
2,826,948,0,1,5530,0
4,1556,1158,0,1,7553,0
2,1293,581,0,0,319,0
3,9777,5371,3,1,5807,0
3,4999,2877,4,7,3638,0
3,1771,1098,3,2,1533,0
1,249,477,0,0,954,0
2,415,433,0,0,4699,0
3,4245,2331,0,1,8481,0
3,1276,592,1,1,1110,0
2,615,722,0,0,3202,0
2,510,277,1,0,2047,0
3,737,752,0,0,6629,0
2,728,145,0,0,425,0
3,339,716,0,0,8353,0
3,1108,657,0,1,9617,0
3,724,443,0,1,10114,0
3,1657,819,0,0,3838,0
2,502,205,0,0,109,0
3,4921,3733,0,1,9601,0
2,104,173,0,0,1866,0
2,110,226,0,0,4711,0
3,732,688,1,1,1271,0
2,332,614,0,0,304,0
3,2330,2026,2,5,1620,0
3,9923,31,7,20,114,0
3,11287,1139,0,2,198060,0
3,913,167,2,12,88,0
4,69152,380,61,92,30944,0
4,1058672,535,422,645,3094,0
4,150829,19345,2,4,35393,0
4,2405456,257,77,193,53827,0
3,701,639,0,1,41320,0
3,1582,2279,0,0,1291,0
3,2160,2152,1,2,1679,0
5,3633052,102,396,693,1340,0
4,7972,284,29,20,23743,0
2,89,351,0,0,113,0
3,2008,890,1,2,1515,0
4,124747,466,43,54,4215,0
3,7432,1254,1,5,7413,0
3,9509,1889,0,0,4587,0
3,7063,651,0,2,2160,0
3,7389,56,8,4,1175,0
3,6905,1045,6,8,6127,0
3,1673,1111,1,2,3252,0
3,1323,194,0,1,957,0
3,3814,2013,3,3,3917,0
3,483,436,1,0,322,0
3,6904,252,3,20,3671,0
3,1502,1361,0,1,9706,0
2,201,195,1,0,1296,0
3,823,576,2,0,1204,0
4,14929,2212,0,3,11891,0
4,17357,9023,1,2,12854,0
4,27815,6817,0,1,13610,0
3,27570,5798,2,4,1343,0
4,21549,2431,2,4,13184,0
3,27327,1099,5,4,2861,0
3,25987,51,8,7,4503,0
3,23025,531,6,3,2330,0
3,1628,1877,1,1,336,0
5,2990757,49,834,1599,1474,0
5,4623491,45,4553,7137,4696,0
3,271,29,1,1,84,0
3,2030,1533,0,1,5808,0
3,7261,314,6,4,1040,0
3,72356,70992,1,1,4059,0
5,209675,4480,13,14,6183,0
4,294943,725,19,18,41927,0
3,4905,497,1,0,4690,0
2,268,208,0,0,296,0
3,6946,654,0,2,3496,0
3,1243,302,0,0,405,0
4,609855,125,23,18,13975,0
3,1287,2014,2,3,1758,0
4,1835525,1750,45,109,49715,0
3,5809,883,3,3,3343,0
4,48258,1278,3,5,15227,0
4,144164,1190,63,242,7712,0
3,855,908,1,2,543,0
2,2600,100,0,3,1229,0
2,346,109,0,0,92,0
3,2732,1659,0,0,2159,0
3,111,88,1,0,379,0
4,53611,565,2,0,79713,0
3,409,14,22,12,156,0
3,324,245,0,0,220,0
3,247,344,3,4,336,0
3,1151,731,1,2,1946,0
3,3430,2151,2,4,4886,0
4,75894,1523,29,27,9554,0
3,19543,1611,8,7,2859,0
4,71886,1530,1,15,48311,0
3,288,361,1,1,1585,0
3,1086,622,0,0,1431,0
3,24859,4037,0,0,42464,0
3,1803,1821,0,0,5395,0
3,1459,641,1,1,17175,0
3,9270,971,2,1,52514,0
3,5644,5824,0,0,34679,0
3,21033,444,0,4,6143,0
3,3307,591,0,0,12450,0
4,43100,1005,0,0,97879,0
5,5379715,250,107,134,53595,0
3,2501,1287,0,3,4272,0
4,20635,49,20,25,1448,0
4,3926890,183,241,570,44195,0
3,965,361,0,2,11068,0
3,8012,141,10,7,3186,0
2,121,217,0,0,252,0
3,11371,1244,1,0,14165,0
4,10547,7000,0,0,172185,0
3,4047,3624,0,0,44249,0
4,3418,3193,0,1,10827,0
2,77,268,0,0,51,0
3,1285,410,3,3,2464,0
2,554,289,1,0,444,0
3,218,283,1,2,177,0
3,19628,961,0,0,8041,0
3,2955,569,3,2,2543,0
2,1158,852,0,0,12363,0
3,2039,2110,0,3,11864,0
3,355,642,0,0,1113,0
3,807,660,3,4,2556,0
3,3569,2685,3,4,10490,0
5,361800,1214,4,8,17396,0
3,10132,572,0,2,4546,0
3,23812,1993,0,0,18436,0
3,2133,1700,0,0,1268,0
2,350,172,0,0,1567,0
4,6770,2999,0,3,1756,0
2,124,418,0,0,215,0
3,12200,5719,0,1,7520,0
3,14742,9517,0,0,2281,0
5,1071739,372,35,55,5151,0
5,1250696,2219,43,68,158142,0
5,1530742,214,4,7,34168,0
2,136,477,0,0,253,0
3,896,757,0,0,62453,0
3,540,577,0,0,21556,0
3,868,973,0,0,93614,0
2,114,295,0,0,247,0
3,6980,1623,1,0,47556,0
3,680,324,2,3,621,0
3,17812,347,3,5,10685,0
3,26827,909,1,2,5467,0
3,10157,827,1,1,7119,0
3,82978,67204,2,8,3732,0
3,2615,727,4,1,6610,0
3,229,272,0,1,568,0
3,3432,1102,0,0,22076,0
3,733,738,0,0,490,0
3,1437,101,4,9,1266,0
3,1040,1558,0,0,3880,0
3,4734,857,6,2,26254,0
3,453,210,0,0,2482,0
4,308,678,0,2,233,0
3,348,232,0,0,482,0
2,520,574,0,0,1320,0
3,3268,2360,1,5,13964,0
2,709,558,0,0,3778,0
3,2152,1872,0,0,4692,0
3,2658,657,0,1,4617,0
2,5113,2239,0,0,18841,0
4,8167,7,82,94,1077,0
3,1350,791,0,0,16265,0
4,27331,759,2,37,1495,0
3,19109,484,2,4,52249,0
3,597,290,2,5,183,0
4,61556,996,34,30,55565,0
5,76437,30309,0,0,34546,0
3,13079,489,2,11,4968,0
4,13815,890,55,174,31457,0
2,445,307,0,0,1797,0
2,275,192,1,1,433,0
3,4900,875,2,2,46262,0
2,306,285,0,0,24883,0
3,984,469,0,0,64071,0
5,83279,74,36,83,452,0
3,11542,474,0,1,18627,0
3,656,539,2,1,982,0
3,1779,1103,0,0,373,0
3,4204,4001,0,0,73165,0
4,847880,343,209,128,98206,0
4,220977,69570,65,111,14154,0
3,1405,2255,1,2,674,0
4,11930,3474,2,2,363733,0
3,759,214,3,4,4455,0
2,205,234,0,0,378,0
2,272,385,0,0,1062,0
2,580,735,0,0,1846,0
3,2182,1159,1,2,29857,0
3,2881,2040,3,7,17543,0
2,279,284,0,0,5798,0
2,118,125,0,0,572,0
3,1685,1097,3,2,2916,0
3,971,289,0,0,2339,0
3,3163,1187,0,1,10274,0
3,23880,94,20,46,4098,0
3,478,428,0,1,3423,0
4,25802,1199,2,6,97085,0
2,142,377,0,0,1312,0
4,7008,5338,7,8,20869,0
3,1330,1526,0,1,631,0
3,384,25,0,0,226,0
3,428,237,0,2,4700,0
4,23942,1405,15,60,8735,0
3,893,820,0,0,3211,0
3,765,1652,0,3,1739,0
4,42822,3051,10,16,56621,0
3,1569,506,0,2,7843,0
3,2263,275,0,1,27147,0
3,740,49,0,0,8459,0
3,5366,625,10,11,9322,0
4,17889,371,25,10,250453,0
3,2495,395,0,0,2438,0
3,1143,297,1,4,1843,0
3,321,223,0,1,211,0
4,1225,753,0,0,75244,0
3,1300,1661,0,0,16702,0
4,21924,1722,0,0,23567,0
3,12886,2174,3,2,82020,0
3,2556,789,0,0,74334,0
3,29289,1085,1,1,9121,0
3,58120,1063,0,0,16562,0
4,66692,2,12,31,6628,0
2,587,231,1,2,34,0
4,585881,387,10,12,34559,0
3,1689,891,11,2,169940,0
4,3329,1979,2,3,20733,0
3,19356,1959,4,6,109162,0
4,16826,1220,2,4,29267,0
3,3831,1223,0,0,6331,0
3,982,387,0,0,9613,0
4,33806,11999,0,1,34428,0
5,162384,1197,64,53,31903,0
2,918,463,0,0,1060,0
2,309,64,0,0,874,0
3,1499,833,0,1,38754,0
4,38497,1369,11,6,354622,0
2,137,93,0,0,1064,0
3,900,758,1,1,36251,0
4,30895,2117,1,3,12086,0
2,1573,1380,0,0,24393,0
3,1084,1042,0,0,2426,0
2,434,257,0,0,2038,0
3,158336,24779,233,215,993,0
2,1211,1290,0,0,6512,0
3,56717,30869,0,1,20646,0
3,2174,438,0,0,7703,0
3,1467,350,1,1,3640,0
3,1433,428,0,0,5251,0
3,3569,1713,0,0,63241,0
4,10212,1194,2,4,89325,0
3,10484,952,2,6,136522,0
3,1314,324,1,1,1892,0
5,193135,14070,8,15,44708,0
3,5061,552,1,3,6671,0
2,2024,622,0,1,3553,0
3,68958,637,1,2,9826,0
2,75,187,0,0,530,0
4,1788111,758,17,25,58971,0
2,585,879,0,1,887,0
3,1796,649,0,0,6112,0
3,1246,613,0,1,5976,0
4,35150,3095,4,10,16491,0
5,350697,598,6,6,95062,0
3,1828,354,0,0,3031,0
4,52427,26682,9,14,15396,0
4,13747,5364,3,2,6479,0
3,937,620,0,0,4402,0
5,261034,960,6,19,137561,0
4,22076,1842,4,3,263845,0
3,2290,721,0,0,42957,0
4,3206128,25,624,1294,2924,0
3,404,863,0,1,326,0
2,125,105,0,1,564,0
2,40,31,2,3,69,0
3,6372,4319,3,4,2183,0
3,13685,144,0,0,12839,0
3,3726,382,1,1,2674,0
3,6895,1020,3,1,61363,0
4,16207,12803,3,5,12594,0
2,349,553,0,0,46852,0
3,688,35,0,0,833,0
3,651,151,0,0,625,0
3,39095,4847,11,17,238,0
3,4896,1390,0,0,23047,0
4,22497,919,2,3,105957,0
3,464,163,0,0,25488,0
3,4496,94,7,9,547,0
2,209,203,0,0,1556,0
3,1808,1523,1,3,1741,0
3,1495,1637,1,4,1354,0
3,466,424,0,0,494,0
4,5294,1377,2,4,9802,0
3,2288,970,0,0,21320,0
5,3806246,634,42,131,12640,0
3,918,386,0,2,6857,0
4,21453,204,7,9,16839,0
3,2263,667,0,3,8174,0
3,2471,2318,0,1,10430,0
5,228914,966,24,32,58342,0
3,3750,1976,1,3,15084,0
1,76,213,0,0,421,0
4,19902,6259,1,5,26017,0
2,163,25,0,1,213,0
3,459,284,0,0,619,0
3,9770,1729,1,0,35622,0
2,682,870,0,0,3105,0
3,960,386,0,0,661,0
4,11054,1414,1,0,51130,0
5,659153,151,49,93,11797,0
4,12463,1644,0,0,135116,0
3,4849,196,2,5,1531,0
4,1041359,1072,12,32,28589,0
5,3254309,23,557,1326,1116,0
4,60955,1334,1018,1428,4488,0
5,173641,2380,26,55,37161,0
3,4958,985,1,1,41050,0
4,2779,896,0,3,13048,0
3,3416,2221,4,6,23443,0
3,28181,22468,14,42,895,0
5,6667080,50,314,964,8897,0
5,6205589,1595,1106,2477,55431,0
3,1763,2012,0,0,3367,0
3,4257,998,0,0,18988,0
3,953,412,1,2,1787,0
4,83739,42683,37,80,17712,0
4,87598,472,16,73,9240,0
3,12587,124,4,15,2374,0
2,249,299,1,0,507,0
3,10533,1460,0,1,11628,0
3,4727,3668,0,0,1563,0
3,5259,280,0,0,15441,0
4,12762,274,1,5,2300,0
3,3764,1585,0,0,585,0
3,7239,133,0,0,1101,0
3,1767,0,8,9,222,0
3,2929,1873,0,1,10311,0
3,4324,1127,0,2,5478,0
4,25064,996,1,7,63825,0
3,5804,922,1,2,6640,0
3,11531,1749,1,1,2553,0
3,2384,1516,0,0,14039,0
4,38720,814,2,1,27047,0
3,1833,1994,1,1,15408,0
2,74,41,0,0,390,0
2,4226,878,0,0,43961,0
4,18689,1955,6,5,4309,0
2,418,92,0,1,264,0
3,4564,1205,1,2,1859,0
3,1929,288,0,0,731,0
5,7629700,404,13001,16874,2509,0
5,5856415,476,26142,22509,4031,0
4,106126,1026,213,308,72356,0
5,885029,180,130,314,898,0
