@relation 'twitter'
@attribute 'klout_score' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100}
@attribute 'followers_count' numeric
@attribute 'friends_count' numeric
@attribute 'retweet_count' numeric
@attribute 'favorite_count' numeric
@attribute 'statuses_count' numeric
@attribute 'default_profile_image' {1,0}
@data
40,578,185,0,5,8849,0
25,183,186,0,0,59,0
40,197,449,0,0,2154,0
37,155,339,0,0,717,0
42,1028,577,0,0,14760,0
16,39,74,0,0,37,0
56,125247,125926,14,19,350,0
47,30746,22068,0,0,24257,0
45,280,344,0,0,25464,0
64,129980,2468,10,44,22629,0
35,135,413,1,0,74,0
37,191,348,1,5,38,0
22,88,312,0,0,133,0
38,569,794,0,0,4136,0
18,217,205,1,0,1416,0
20,214,190,0,0,4109,0
28,311,795,0,0,356,0
41,616,519,0,0,9367,0
27,328,524,0,0,289,0
26,441,1285,0,0,61,1
47,1864,729,1,0,2837,0
31,270,438,0,0,356,0
46,14714,7498,2,13,8907,0
25,143,223,0,0,2221,0
33,456,397,0,3,1658,0
21,267,149,0,9,34,0
28,89,339,1,1,28,0
36,410,160,0,1,16684,0
28,189,174,0,0,3702,0
16,49,188,0,0,3,0
40,10071,217,5,17,478,0
50,53826,33587,0,0,1557,0
35,482,959,0,0,8884,0
30,647,621,1,1,1776,0
17,135,1029,0,2,1,0
39,559,416,0,1,970,0
39,635,587,0,0,17686,0
43,8565,1107,0,0,42543,0
15,68,334,0,0,248,0
24,156,195,0,0,1719,0
12,37,266,0,1,22,0
18,70,121,0,1,293,0
25,261,245,0,3,956,0
41,253,206,1,0,6452,0
55,98129,54920,0,1,16440,0
37,576,3992,1,1,12206,0
46,2429,4998,0,1,1764,0
41,5618,616,0,3,4256,0
39,2064,2131,0,0,3790,0
24,134,557,0,0,526,0
25,501,483,0,0,8881,0
35,554,1965,0,0,10000,0
23,155,232,0,0,3081,0
14,30,54,0,0,4,0
22,122,264,0,1,27,0
29,126,159,0,0,711,0
30,195,439,0,0,1226,0
41,1232,795,0,2,21433,0
37,289,794,1,2,143,0
30,911,1222,0,0,92,0
43,458,563,0,2,611,0
33,884,445,0,0,43829,0
15,7,25,0,0,1,0
48,20631,18673,0,2,743,0
62,224485,49847,15,66,4345,0
38,1135,844,0,0,3307,0
44,5699,5791,0,0,5113,0
38,1017,764,0,2,5558,0
44,309,291,0,1,12632,0
15,98,84,0,0,2123,0
18,157,136,0,2,433,0
40,651,137,0,0,16411,0
58,16456,13235,1,0,25969,0
31,2182,256,0,0,928,0
19,540,432,0,1,38800,0
34,314,169,0,1,3041,0
57,46037,39252,0,0,2540,0
41,706,421,0,1,13186,0
26,75,240,0,0,541,0
16,91,157,0,0,92,0
37,342,187,0,1,1771,0
31,495,440,0,4,14562,0
39,259,409,0,4,257,0
22,239,412,0,2,1138,0
37,799,1043,0,5,4743,0
12,22,59,0,1,137,0
15,27,88,0,1,19,0
30,290,159,0,0,2623,0
22,258,598,0,0,169,0
35,490,361,0,0,290,0
21,304,212,0,1,3658,0
40,3108,641,0,0,7801,0
32,160,195,0,1,90,0
43,549,928,0,1,8197,0
17,20,66,0,0,45,0
22,109,184,0,2,32,0
40,635,373,0,1,17716,0
41,1508,2793,0,0,6856,0
38,441,506,0,4,21540,0
24,430,347,0,4,1472,0
37,534,2932,0,1,48,0
34,655,745,0,3,6381,0
42,197,190,0,2,1361,0
34,496,1755,0,1,5714,0
25,499,272,0,4,1244,0
31,220,148,0,5,77,0
32,186,260,0,0,853,0
28,142,226,0,1,552,0
28,242,371,0,0,3010,0
16,1,2,0,0,1,0
53,16392,12661,47,79,1035,0
19,192,269,0,0,4486,0
42,419,335,0,1,4456,0
19,385,397,2,3,656,0
37,317,307,0,6,3905,0
34,999,479,0,0,33795,0
17,35,100,0,0,7,0
16,16,70,0,0,476,0
40,8574,6469,0,0,975,0
42,644,561,1,2,23843,0
14,76,96,0,0,199,0
27,223,287,0,0,795,0
17,90,174,0,0,3139,0
35,388,403,0,1,393,0
43,635,451,1,0,48062,0
30,252,156,0,2,2446,0
41,423,380,1,1,13146,0
38,530,461,0,0,4523,0
21,563,628,0,0,23065,0
29,317,1576,0,0,0,0
43,619,453,1,3,5068,0
44,54731,17361,19,27,192,0
40,1011,961,0,0,2561,0
13,8,24,0,0,25,0
33,81,182,0,0,1337,0
22,134,671,0,0,50,0
38,254,222,0,1,6059,0
48,742,255,0,0,15391,0
33,118,150,0,0,262,0
42,204,802,0,0,408,0
65,282979,19084,2,1,12443,0
40,644,524,0,4,2676,0
36,275,128,0,3,2963,0
14,133,34,0,0,327,0
19,22,21,0,1,11,0
34,10272,4439,0,0,4073,0
31,140,317,3,1,417,0
45,521,380,0,1,15197,0
41,439,660,0,2,4691,0
29,121,111,0,0,1808,0
41,314,187,0,0,10919,0
43,1448,2017,7,13,14339,0
32,130,194,0,0,2210,0
20,135,1559,0,0,8,0
37,144,120,0,0,648,0
35,2085,263,0,0,4391,0
21,90,269,0,0,1349,0
18,180,850,0,1,362,0
30,306,725,0,0,6801,0
31,42,61,0,1,275,0
32,108,102,0,0,395,0
18,47,263,0,0,18,0
37,111,152,0,0,1741,0
42,249,354,0,1,855,0
31,1475,1003,0,0,2594,0
41,595,478,1,7,9109,0
24,233,220,0,1,577,0
31,176,297,0,0,14506,0
22,103,278,0,0,38,0
38,637,1646,0,0,129,0
14,528,1884,0,0,10511,0
24,134,859,0,0,1850,0
29,426,145,1,8,77,0
41,508,422,0,1,6123,0
39,308,628,0,4,3587,0
17,257,509,0,0,7011,0
20,36,167,0,0,286,0
33,643,1880,0,0,1850,0
15,35,89,0,0,5,0
20,234,302,0,0,7536,0
28,536,503,0,0,10783,0
16,112,597,0,0,2,0
40,4125,359,0,1,4181,0
44,819,770,0,8,18426,0
30,2578,860,0,0,680,0
41,384,250,0,1,3890,0
34,245,331,1,1,314,0
18,79,439,0,0,11,0
24,951,657,0,1,16657,0
40,317,483,0,0,2561,0
40,420,388,0,3,2078,0
27,76,111,0,0,935,0
29,149,311,0,1,247,0
52,36645,13687,5,9,525,0
24,529,487,0,0,5980,0
50,2721,966,0,0,18276,0
39,415,369,0,0,4679,0
27,18,25,0,0,224,0
19,185,275,0,0,1884,0
28,391,255,0,0,13546,0
26,71,108,2,17,79,0
16,13,78,0,0,0,0
38,448,245,0,0,6135,0
27,563,1186,0,0,8691,0
40,539,468,0,2,26471,0
17,178,241,0,1,1199,0
31,184,242,0,0,2749,0
29,424,530,0,0,9191,0
28,101,156,0,2,92,0
29,253,222,0,0,1550,0
45,268,255,2,5,4255,0
25,90,91,0,0,2183,0
41,722,494,0,1,10302,0
38,1042,650,0,0,11886,0
36,425,330,0,0,35186,0
41,1074,480,0,0,13190,0
27,145,348,0,1,391,0
45,787,620,0,2,10454,0
18,273,320,0,13,715,0
24,174,1239,0,0,78,0
55,156580,38459,0,0,762238,0
35,3929,848,0,2,4970,0
45,587,581,0,0,11281,0
36,525,400,0,9,3107,0
21,87,113,0,0,350,0
30,256,345,0,0,458,0
20,476,210,0,0,4589,0
35,130,91,2,1,1068,0
56,17498,16912,5,4,5089,0
20,244,544,0,0,1237,0
42,429,516,1,1,8731,0
33,885,752,0,2,13337,0
41,447,217,0,0,6656,0
31,258,179,0,1,5213,0
36,291,327,0,4,763,0
28,393,1117,0,1,2303,0
36,397,332,0,1,1102,0
42,828,911,1,2,4843,0
45,995,885,0,1,21566,0
40,535,683,0,0,4026,0
12,14,27,0,0,17,0
25,114,85,0,1,1057,0
26,182,560,0,1,701,0
33,541,405,0,0,10411,0
17,66,112,0,0,800,0
30,297,471,0,0,1366,0
40,527,666,0,4,7515,0
39,1330,1991,1,0,6840,0
10,0,7,0,0,5,0
42,449,469,1,12,4058,0
43,671,354,0,4,13871,0
40,490,2006,0,2,901,0
29,330,261,0,2,1915,0
41,192,216,0,2,1842,0
22,471,703,0,3,3431,0
44,1088,1061,0,3,31565,0
29,394,356,0,2,7049,0
38,661,564,0,1,2010,0
14,189,166,0,0,528,0
40,835,591,0,1,15709,0
43,571,289,1,4,7142,0
36,228,386,6,8,214,0
40,622,455,0,2,199,0
41,333,1305,0,0,1013,0
19,119,92,0,1,135,0
41,428,622,0,0,11519,0
23,105,539,0,0,15,0
16,21,252,0,0,10,0
41,91,59,0,1,413,0
26,26,117,0,0,117,0
39,654,335,0,3,5082,0
44,281,267,0,6,13,0
20,387,345,0,5,663,0
48,1365,441,1,4,30214,0
21,144,362,0,0,170,0
43,859,399,1,2,11788,0
36,14649,15565,0,0,46539,0
32,358,934,0,0,8330,0
45,1019,1392,1,0,18632,0
34,72,90,1,0,313,0
14,22,32,0,0,17,0
20,199,108,0,0,1007,0
36,358,615,0,2,4204,0
42,1178,893,0,0,22200,0
41,480,470,0,1,17495,0
19,287,352,0,0,5019,0
41,434,371,0,0,10858,0
54,4146,617,0,9,4881,0
38,307,308,0,0,5796,0
29,475,356,0,0,6355,0
30,409,605,0,0,4641,0
42,331,222,0,2,2598,0
48,20529,8358,0,1,26366,0
31,266,276,0,1,1023,0
40,723,568,0,9,3246,0
34,2039,1648,1,0,42700,0
26,345,163,0,2,1514,0
40,266,69,0,1,9172,0
30,417,988,0,0,1367,0
31,305,216,7,8,4262,0
27,318,362,0,3,821,0
50,57828,46149,0,0,23586,0
43,2917,1007,0,1,4198,0
58,12798,70,361,497,95,0
51,78807,27619,0,0,2811,0
16,115,930,0,0,0,0
15,62,409,0,0,4,0
40,729,668,0,0,8497,0
34,730,239,0,0,7522,0
45,302,350,0,0,3001,0
56,114170,110709,9,41,5071,0
22,84,394,0,0,389,0
29,96,383,0,0,1505,0
30,234,179,0,0,8627,0
35,1191,951,0,0,78542,0
18,180,164,0,0,822,0
15,69,54,0,0,305,0
26,429,1542,0,0,1502,0
30,237,655,0,1,5837,0
35,11760,9551,0,3,24369,0
14,94,94,0,1,103,0
21,99,302,1,1,24,0
21,30,110,0,1,80,0
15,23,62,0,0,101,0
41,390,907,0,0,10177,0
26,246,1679,0,0,792,0
19,225,1329,0,0,167,0
35,109,192,0,0,9819,0
41,1005,1385,0,0,491,0
16,29,41,0,1,20,0
31,191,390,0,0,789,0
41,837,511,0,2,14623,0
40,320,198,0,1,7159,0
34,875,1646,0,6,15146,0
16,86,196,0,0,421,0
45,713,1315,0,0,21071,0
20,115,202,0,1,679,0
20,169,161,0,3,391,0
38,170,372,0,0,1480,0
42,637,1158,0,0,19577,0
19,181,214,0,7,369,0
22,208,258,0,0,241,0
40,369,237,0,1,2123,0
42,1894,1225,0,0,110631,0
32,455,442,0,3,2357,0
42,495,336,4,7,5814,0
28,370,253,3,25,978,0
39,3056,1097,0,0,18615,0
40,380,299,0,1,9312,0
41,528,518,0,1,3492,0
23,54,104,0,0,116,0
20,211,248,0,1,598,0
41,144198,121734,0,0,81585,0
21,132,193,0,0,937,0
35,272,301,0,1,3415,0
29,162,208,0,0,1717,0
37,382,333,0,2,1937,0
22,240,513,0,2,2634,0
43,920,522,0,3,29793,0
40,801,660,1,0,28624,0
22,557,660,0,1,9323,0
22,488,327,0,0,16100,0
32,513,261,0,0,15605,0
36,295,241,0,11,876,0
21,183,269,0,0,41,0
40,343,251,0,1,10153,0
32,423,306,0,0,15167,0
26,625,490,0,0,8885,0
48,884,569,3,1,6206,0
43,237,286,0,9,3142,0
46,8510,7710,0,0,26497,0
45,572,550,0,2,8755,0
26,44,114,0,0,359,0
17,80,72,0,1,294,0
31,201,238,0,0,1539,0
41,625,1074,0,0,5932,0
20,174,184,0,3,388,0
25,169,518,0,0,7030,0
27,288,436,0,0,4893,0
11,6,62,0,0,8,0
42,486,148,0,1,34648,0
19,204,476,0,0,3043,0
23,216,271,0,7,2299,0
38,187,156,0,0,6602,0
45,1655,1882,0,2,11853,0
20,21,87,0,1,31,0
40,165,150,2,5,2086,0
34,418,315,0,3,13957,0
43,188,239,0,0,1805,0
44,784,368,0,6,45741,0
25,118,148,0,1,125,0
30,1807,969,0,0,39193,0
13,15,56,0,0,15,0
21,289,309,0,1,10120,0
32,78,121,0,0,248,0
46,486,711,0,3,5087,0
36,482,409,0,0,2259,0
23,474,311,0,3,11448,0
23,113,319,0,0,1303,0
39,511,734,1,3,5979,0
18,64,126,0,1,306,0
30,199,292,0,4,315,0
46,824,485,1,1,53454,0
43,298,194,0,2,20588,0
52,6652,98,8,11,1706,0
16,18,20,0,0,163,0
14,6,7,0,1,8,0
24,197,140,0,0,860,0
19,320,147,0,1,4324,0
37,1304,1084,0,1,31685,0
44,1127,848,0,0,21870,0
27,450,839,1,9,1657,0
46,27434,200,9,15,1160,0
43,1321,663,0,0,6044,0
23,87,580,3,22,49,0
13,16,62,0,2,30,0
24,49,120,2,16,58,0
31,645,1559,0,0,150,0
40,577,1581,0,1,3779,0
22,64,142,0,12,64,0
26,90,341,0,5,172,0
27,68,134,1,4,139,0
37,459,445,0,5,16299,0
39,485,391,0,0,36300,0
22,108,394,0,0,784,0
51,87652,39855,1,6,1006,0
38,1659,409,0,0,7594,0
39,348,694,0,1,5141,0
35,578,566,0,0,16943,0
30,533,400,0,0,9826,0
36,1293,1131,1,2,60337,0
18,143,406,0,0,566,0
28,216,1874,0,0,2670,0
37,2303,1373,1,4,177,0
29,800,388,0,0,178,0
26,301,560,0,1,905,0
34,1239,291,0,1,14558,0
27,271,349,0,2,8264,0
35,553,473,0,0,9233,0
49,1168,830,0,0,66101,0
34,246,332,0,0,921,0
31,5857,1298,0,0,1336,0
36,216,277,0,0,7320,0
27,431,877,0,0,2711,0
30,290,523,0,0,3124,0
35,805,471,0,3,23150,0
16,176,354,0,0,3817,0
14,32,66,0,0,42,0
33,1600,299,0,0,11342,0
32,133,329,0,0,417,0
19,305,816,0,0,3580,0
26,542,255,3,17,1905,0
25,319,300,0,1,541,0
28,461,245,1,3,9471,0
21,118,90,1,2,22,0
40,457,528,0,4,6836,0
16,204,198,0,0,14712,0
36,261,184,0,0,4596,0
38,221,196,0,0,209,0
29,219,71,0,0,9774,0
40,2186,2041,1,0,900,0
21,306,432,0,0,4535,0
28,407,321,0,0,43916,0
33,247,350,0,0,15590,0
25,434,357,0,2,13078,0
69,70151,855,59,143,24010,0
45,482,1809,0,0,3363,0
33,472,459,0,0,23310,0
21,56,466,0,0,611,0
28,176,276,0,1,6528,0
19,40,48,0,0,309,0
20,200,744,0,0,577,0
40,682,525,0,3,9317,0
37,737,543,0,1,47513,0
26,132,175,1,3,97,0
18,69,353,0,0,2,0
29,189,282,0,1,631,0
32,753,462,0,1,18337,0
19,142,190,14,135,10,0
40,381,280,1,4,822,0
17,22,140,0,0,141,0
41,947,944,0,0,66031,0
44,8628,185,1,2,4001,0
36,801,672,0,3,69410,0
30,364,294,0,6,5880,0
35,384,284,0,0,19709,0
31,642,210,0,0,14382,0
40,421,430,0,0,4834,0
40,324,803,0,0,6413,0
41,515,414,0,2,10452,0
45,1258,1729,0,0,13125,0
36,262,318,0,2,3274,0
35,1249,926,0,0,33753,0
37,202,206,1,1,92,0
14,88,175,0,2,42,0
26,84,155,0,0,216,0
24,407,304,0,2,2383,0
36,199,182,0,1,6147,0
37,247,190,0,2,3380,0
40,424,328,0,2,14830,0
29,256,292,1,11,499,0
32,491,1701,0,0,1898,0
43,869,493,0,1,38144,0
12,23,100,0,1,31,0
38,236,297,0,1,606,0
23,251,194,0,0,3097,0
32,407,170,0,1,19907,0
43,1452,533,0,1,35922,0
26,210,167,1,1,182,0
43,1187,376,0,4,1039,0
38,483,335,1,9,4679,0
26,3044,288,0,0,711,0
19,224,204,0,0,2758,0
41,260,689,0,0,2482,0
21,165,542,0,0,8865,0
47,26648,1832,0,0,914,0
20,249,646,0,0,718,0
36,387,567,0,0,3781,0
28,250,389,0,1,211,0
27,108,140,1,2,141,0
37,448,295,0,5,8525,0
44,12588,338,14,33,3617,0
34,464,588,0,0,7018,0
14,164,161,0,0,28,0
36,390,312,0,1,2577,0
40,207,114,0,2,1530,0
23,434,599,0,8,253,0
41,444,346,1,4,34030,0
21,230,627,0,0,1129,0
28,94,349,0,0,759,0
40,539,442,0,0,8719,0
52,6054,5261,1,1,11785,0
26,321,267,0,0,13404,0
21,44,59,0,0,76,0
28,353,308,1,1,4910,0
35,2041,123,0,0,20394,0
21,249,364,0,0,1846,0
25,493,1112,0,0,12635,0
33,3241,2551,0,0,2392,0
40,842,1343,0,1,6101,0
17,177,164,1,2,661,0
24,285,375,0,0,510,0
14,24,94,0,0,26,0
32,384,516,0,0,7243,0
40,1502,1469,0,0,1398,0
44,845,312,0,0,30280,0
28,209,192,0,1,402,0
32,609,811,0,0,7230,0
41,324,323,0,0,3525,0
36,409,374,1,0,176,0
38,170,341,0,0,464,0
17,55,226,0,0,160,0
42,181,222,0,1,6462,0
25,207,712,0,0,4199,0
32,255,251,0,0,2449,0
46,1184,763,0,1,6003,0
29,252,184,0,0,4145,0
24,110,205,0,0,432,0
21,382,231,0,1,12747,0
48,987,921,0,6,29088,0
43,1026,2059,0,0,15411,0
42,687,722,0,1,16642,0
37,311,301,0,0,4302,0
24,522,284,0,2,21812,0
20,51,179,0,0,146,0
16,162,337,0,0,288,0
32,220,658,0,0,12544,0
40,145,427,0,0,196,0
33,613,1057,0,0,21215,0
25,1337,576,0,0,92,0
43,620,455,0,0,23635,0
49,1632,2090,0,0,3230,0
33,536,253,7,2,59288,0
37,479,275,1,3,4170,0
19,236,735,0,0,59,0
12,13,8,0,0,7,0
63,1696253,271521,33,46,45903,0
40,402,246,0,0,15179,0
42,755,474,1,3,10133,0
42,1104,463,0,1,14566,0
21,220,220,0,12,75,0
41,1325,877,0,0,76336,0
45,673,696,0,2,15205,0
22,194,201,1,3,342,0
40,601,960,0,1,2325,0
36,424,309,0,4,740,0
25,66,168,0,0,208,0
42,335,192,0,0,30185,0
46,4292,718,1,0,17964,0
27,362,636,0,0,4023,0
18,403,85,0,0,2037,0
36,189,224,1,4,3612,0
27,225,2311,0,0,2014,0
21,15,67,0,0,492,0
25,10251,184,0,0,29,0
26,219,197,0,0,843,0
20,215,252,0,1,2170,0
40,580,508,0,0,20878,0
25,613,601,0,0,1471,0
33,242,317,0,0,9282,0
33,694,358,0,0,26346,0
29,1760,132,4,26,48,0
36,1145,932,0,0,36888,0
35,241,229,0,0,1458,0
33,502,472,0,0,6615,0
35,435,679,0,0,2193,0
40,18949,16575,2,7,47755,0
26,686,967,0,0,37451,0
47,979,860,0,0,8693,0
30,178,187,0,0,2909,0
41,586,403,0,0,2101,0
36,578,334,1,5,922,0
22,1836,171,0,0,6483,0
41,399,396,0,0,9879,0
40,386,569,0,2,108,0
40,496,1052,0,0,23603,0
18,69,219,0,0,83,0
23,245,99,0,0,8964,0
31,473,287,0,1,1829,0
50,10224,3303,0,0,23579,0
20,77,1392,0,0,37,1
19,262,170,0,0,7712,0
32,342,257,0,0,5211,0
14,23,176,0,0,47,0
20,296,424,0,0,600,0
21,148,367,0,1,112,0
22,309,284,5,4,1582,0
31,164,167,0,1,1617,0
26,46,107,4,18,65,0
33,438,309,0,3,3418,0
41,446,339,0,0,1950,0
37,4509,1455,5,5,16608,0
40,469,385,0,2,25872,0
37,408,361,0,1,2731,0
44,806,182,0,0,11001,0
32,618,597,0,0,11860,0
41,359,418,0,2,2398,0
19,180,149,0,0,258,0
40,894,1314,0,0,7505,0
36,232,450,0,1,6263,0
41,416,488,0,0,8543,0
39,531,1088,0,0,2790,0
19,79,78,0,0,1048,0
38,792,510,0,0,68960,0
44,570,1178,0,0,37330,0
34,631,504,0,2,8500,0
35,414,248,1,1,11201,0
12,16,41,0,0,76,0
24,991,965,0,2,2624,0
32,3770,321,0,0,17564,0
32,656,495,0,0,4167,0
19,90,204,0,2,95,0
35,337,456,0,0,8412,0
14,119,291,0,0,461,0
25,359,323,0,1,4746,0
42,1714,1428,0,1,23893,0
26,207,267,0,1,11897,0
42,739,1021,0,0,4797,0
32,614,570,0,1,8282,0
33,147,145,0,0,10158,0
21,168,124,2,3,2222,0
31,271,530,0,0,11212,0
27,299,260,1,4,587,0
43,549,332,0,0,14507,0
42,823,294,0,0,8349,0
43,247,179,0,0,8710,0
34,1723,789,0,0,116,0
34,213,599,0,0,2715,0
41,429,429,0,0,16427,0
35,895,848,0,0,62480,0
34,1202,594,0,3,12406,0
33,937,797,0,0,9697,0
38,1519,918,1,1,67484,0
35,559,699,2,4,5029,0
46,1546,1798,0,1,38864,0
40,383,431,0,0,3983,0
45,94966,11732,0,1,2053,0
21,183,246,0,1,1449,0
47,711,470,1,0,12388,0
44,3756,3601,1,0,13802,0
24,410,570,0,2,7318,0
16,22,59,0,0,111,0
33,487,352,0,0,11247,0
22,76,186,0,0,951,0
34,128,176,0,1,1591,0
45,5840,5826,2,1,1834,0
41,601,490,0,1,447,0
39,1643,997,1,2,13160,0
26,441,931,0,0,12293,0
19,251,650,0,0,113,0
42,524,455,0,4,13451,0
41,694,680,0,1,10851,0
24,552,428,0,1,11642,0
39,363,229,0,0,13556,0
42,311,360,0,3,1315,0
32,206,215,0,6,717,0
26,284,287,0,1,155,0
43,689,617,3,3,13393,0
23,260,277,0,2,269,0
18,22,130,0,0,48,0
30,509,461,0,0,23536,0
31,291,2349,0,0,1971,0
60,13653,3448,1,0,35665,0
28,244,1809,0,1,1886,0
39,323,419,21,46,430,0
37,224,956,1,0,265,0
28,1353,990,0,0,10028,0
36,1397,988,0,0,32897,0
31,334,416,0,1,1545,0
29,495,1988,0,1,199,0
38,403,302,0,0,9584,0
26,44,44,0,0,178,0
13,53,72,0,0,11,0
13,66,54,0,1,41,0
27,359,1694,0,0,7703,0
33,85,30,0,0,577,0
32,304,890,0,3,3328,0
17,98,60,0,0,44,0
33,840,971,0,0,1569,0
27,140,165,0,0,1431,0
27,59,338,0,0,260,0
31,960,2011,0,0,22717,0
19,159,342,0,0,1601,0
21,192,466,0,0,1308,0
24,122,107,0,0,2062,0
36,92,164,0,0,1189,0
29,509,1059,0,0,931,0
17,324,934,0,0,201,0
40,673,658,0,0,8046,0
30,320,359,0,0,4748,0
42,258,98,6,9,364,0
36,680,430,0,6,7899,0
25,146,1083,1,1,100,0
29,212,595,0,0,932,0
17,47,530,0,0,1672,0
58,25938,390,0,9,7732,0
36,527,523,0,1,4283,0
23,82,119,0,0,676,0
25,229,182,0,0,12549,0
45,973,554,0,2,9848,0
13,37,44,0,0,69,0
37,509,584,1,0,28697,0
38,367,2003,0,0,705,0
23,278,312,0,1,3239,0
22,79,123,0,1,1275,0
31,394,442,0,1,18738,0
47,27340,2681,0,6,43139,0
35,302,159,0,0,7345,0
44,1992,1697,0,0,54993,0
23,123,155,1,4,601,0
40,699,561,4,3,8227,0
18,69,188,0,0,281,0
37,639,382,0,7,7819,0
17,38,43,0,0,3409,0
31,151,150,1,8,886,0
26,165,109,0,2,3652,0
33,170,152,0,1,3435,0
26,221,241,0,0,2103,0
16,171,117,0,0,20983,0
38,74,199,0,0,3590,0
31,133,231,0,1,416,0
16,131,80,0,1,78,0
34,1431,2018,0,0,17643,0
41,608,674,0,1,9801,0
39,654,316,1,4,16654,0
40,546,275,0,3,9665,0
43,536,284,0,0,35590,0
39,662,1087,0,0,19563,0
22,82,436,0,0,36,0
16,57,95,0,0,500,0
17,306,278,0,4,1431,0
23,236,398,0,0,1092,0
27,169,157,0,0,2982,0
32,125,128,0,1,430,0
14,188,155,0,2,1675,0
21,220,381,0,7,5556,0
29,632,687,1,0,22094,0
40,1211,1020,0,6,2171,0
17,125,522,0,0,1416,0
44,1418,1632,0,1,8102,0
27,111,393,0,0,334,0
34,933,615,1,0,28410,0
24,362,1404,0,0,5934,0
36,206,171,0,0,2640,0
46,1150,771,0,0,64374,0
45,34265,28713,0,0,14868,0
12,14,123,0,0,26,1
41,538,360,0,1,7238,0
30,633,386,0,2,12118,0
27,406,690,0,0,3179,0
34,318,294,1,1,7835,0
27,76,124,0,0,570,0
39,247,213,0,5,811,0
38,511,1764,0,0,4573,0
21,258,350,0,0,63890,0
34,459,430,3,14,1568,0
42,1406,257,0,3,7413,0
23,406,1977,0,1,5,0
36,342,320,0,0,9425,0
39,269,223,0,0,29357,0
35,264,1013,0,1,346,0
38,1276,315,0,0,15148,0
42,567,343,0,0,14024,0
27,270,913,0,0,822,0
42,455,278,0,0,31663,0
30,482,1020,0,1,1847,0
50,26120,17757,0,0,28496,0
37,729,646,1,2,8645,0
40,582,489,0,4,7460,0
14,17,38,0,0,326,0
41,342,248,0,0,12523,0
46,739,564,0,1,8481,0
25,258,378,0,0,9700,0
41,2062,2261,0,0,2024,0
18,35,79,0,0,1182,0
12,7,81,0,0,0,0
31,260,226,0,0,26057,0
38,496,809,0,0,16801,0
33,188,387,0,0,5078,0
23,372,596,0,0,8396,0
25,764,1745,0,0,72,0
10,4,41,0,0,0,1
44,1215,498,2,2,18904,0
19,109,108,0,0,17,0
38,682,667,0,1,10003,0
23,53,52,0,0,246,0
30,382,533,1,0,2534,0
34,199,490,0,0,5951,0
28,402,379,0,1,2061,0
21,171,232,0,0,4266,0
46,565,573,0,4,19485,0
19,35,32,0,1,64,0
22,110,130,0,0,248,0
25,313,410,0,0,3298,0
41,458,1475,0,0,6281,0
36,691,619,0,2,132,0
17,135,418,0,0,2354,0
34,695,1123,0,1,2414,0
18,134,118,0,1,168,0
24,626,449,0,0,14839,0
32,10835,1707,1,1,33582,0
41,716,407,0,0,29165,0
32,389,1358,3,0,1943,0
15,62,211,0,0,227,0
56,4187,2146,1,2,4966,0
27,286,293,0,1,3974,0
33,199,645,0,0,6930,0
35,269,382,0,5,2631,0
44,1024,989,0,2,15818,0
22,210,638,0,0,3437,0
30,546,898,0,1,3957,0
40,237,361,0,0,1588,0
33,106,544,0,0,1287,0
34,947,314,0,3,19084,0
18,612,620,0,0,3813,0
41,610,551,0,1,14570,0
47,943,678,0,1,14939,0
24,144,287,0,1,1124,0
23,317,608,1,1,198,0
32,277,199,0,2,3262,0
23,683,169,0,0,485,0
42,199,571,0,0,3019,0
26,360,382,0,1,8060,0
40,375,356,0,0,15114,0
21,145,179,0,0,781,0
40,212,154,0,0,11121,0
11,3,75,0,0,43,1
32,27,33,0,0,684,0
32,315,358,0,0,7083,0
12,24,60,0,0,945,0
34,555,187,0,0,12432,0
35,350,280,0,1,4870,0
39,992,780,0,0,7275,0
30,248,193,2,1,2436,0
41,237,326,0,0,9131,0
38,759,1482,0,0,8505,0
40,650,907,0,1,15002,0
37,514,265,0,5,6534,0
12,11,52,0,0,245,0
37,528,744,0,0,1248,0
25,361,367,0,0,31387,0
26,154,376,0,0,114,0
38,176,426,0,0,1254,0
43,382,586,0,1,5630,0
30,171,387,0,0,10612,0
26,229,400,0,2,3300,0
11,3,7,0,0,5,1
11,7,56,0,0,1,0
35,338,663,2,2,1245,0
40,246,381,0,1,1900,0
51,1072,720,0,0,46457,0
22,134,302,0,0,2586,0
34,514,389,0,9,1915,0
22,234,652,0,0,405,0
34,191,178,0,1,4724,0
40,425,944,0,0,24074,0
43,315,295,0,1,301,0
25,110,257,0,1,322,0
17,198,171,0,5,620,0
19,129,422,0,0,1702,0
34,270,204,0,2,6612,0
22,164,209,0,1,1289,0
28,615,431,0,4,1315,0
43,679,644,0,1,4147,0
37,244,311,1,2,5121,0
42,851,715,0,1,33951,0
31,92,210,0,0,904,0
33,347,255,0,0,5796,0
41,1412,1349,1,0,807,0
42,210,184,0,0,3383,0
35,239,198,1,6,957,0
39,311,326,1,1,2663,0
48,1070,576,1,3,32635,0
